"KOD";"AUTORI";"TITUL";"MISTO";"CASOP";"ROCNIK";"ROK";"STR"
"PS/DİŠINA    /1994/125";"Malièkı J.";"PA XLIII";;;;"1950";"24"
"PS/PLASY     /    /828";"Malièkı J.";"PA XLIII";;;;"1950";
"PS/PLASY     /1980/003";"Malièkı J.";"PA XLIII";;;;"1950";"34"
"PT/DOLNÍ KOL/1977/459";"Malièkı J.";"PA XLIII";;;;"1950";"29-30"
"RO/PODMOKLY  /1975/745";"Malièkı J.";"PA XLIII";;;;"1950";"35"
"ST/LIBÌTICE  /1997/156";"Malièkı J.";"PA XLIII";;;;"1950";"21-39"
"ST/SKOÈICE   /1997/019";"Malièkı J.";"PA XLIII";;;;"1950";"21, 136"
"PJ/MILÍNOV U /    /622";"Malièkı J.";"PA XLIII";;;;;
"PJ/RADKOVICE /    /583";"Malièkı J.";"PA XLIII";;;;;
"BE/LÁOVICE  /1957/528";"Malièkı J.";"Muzejní zprávy praského kraje III";;;;"1958";"9-10"
"BE/LÁOVICE  /1956/518";"Malièkı J.";"Muzejní zprávy praského kraje I";;;;"1956";"58-59"
"BE/HOØOVICE  /1956/811";"Malièkı J.";"Musejní zprávy praského kraje I";;;;"1956";"59"
"BE/LÁOVICE  /1957/528";"Malièkı J.";"Filipùv sborník";;;;;"159-166"
"BE/LÁOVICE  /1959/427";"Malièkı J.";"Ètrnáctùv sborník, ASM II";;;;"1965";"23-24"
"BE/KOTOPEKY  /    /103";"Malièkı J.";"BZO 4,1966,77";;;;;
"BE/PRASKOLESY/    /213";"Malièkı J.";"BZO 1966,25";;;;;
"BE/VELKÁ VÍSK/1964/515";"Malièkı J.";"BZO 1964";;;;"1965";"107-108"
"BE/EBRÁK    /    /336";"Malièkı J.";"ASM II 1965,25";;;;;
"BE/POÈAPLY   /    /204";"Malièkı J.";"ASM II 1965,24";;;;;
"BE/ZDICE     /    /324";"Malièkı J.";"ASM II 1965,23";;;;;
"BE/RPETY     /1995/013";"Malièkı J.";"ASM 2";;;;"1965";"24"
"BE/RPETY     /1995/118";"Malièkı J.";"ASM 2";;;;"1965";"27-37"
"BE/ZDICE     /1999/546";"Malièkı J.";"ASM 2";;;;"1965";"25"
"BE/EBRÁK    /    /341";"Malièkı J.";"AR XXII,507";;;;;
"BE/KORNO     /    /099";"Malièkı J.";"AR XVII 1965,420(zde mylne hodnoceno jako oppidum)";;;;;
"BE/LÁOVICE  /    /128";"Malièkı J.";"AR XIX 1967,34-43,hl.42";;;;;
"BE/LÁOVICE  /    /135";"Malièkı J.";"AR XIX 1967,34";;;;;
"BE/LÁOVICE  /    /134";"Malièkı J.";"AR XIV;1962,145-152,obr.50,51,52 dole";;;;;
"BE/LÁOVICE  /    /130";"Malièkı J.";"AR XII,27-37,51-53";;;;;
"BE/OTMÍÈE    /    /197";"Malièkı J.";"AR VIII,799";;;;;
"BE/OTMÍÈE    /    /198";"Malièkı J.";"AR VIII,799";;;;;
"BE/LOCHOVICE /    /165";"Malièkı J.";"AR IX,60L";;;;;
"BE/ZDICE     /    /321";"Malièkı J.";"AR III 1951,161-164";;;;;
"BE/ZDICE     /    /327";"Malièkı J.";"AR III 1951,161-162,obr.134";;;;;
"BE/LOCHOVICE /1954/505";"Malièkı J.";"AR 9";;;;"1957";"601-608"
"BE/OTMÍÈE    /1953/943";"Malièkı J.";"AR 8";;;;"1956";"803,821"
"BE/PRASKOLESY/    /340";"Malièkı J.";"AR 8";;;;"1956";"821"
"BE/ELKOVICE /1993/004";"Malièkı J.";"AR 7";;;;"1955";"25-28"
"BE/LÁOVICE  /1959/427";"Malièkı J.";"AR 19";;;;"1967";"34n.,41n."
"BE/LÁOVICE  /1992/616";"Malièkı J.";"AR 19";;;;"1967";"34-43"
"BE/LÁOVICE  /1957/528";"Malièkı J.";"AR 14";;;;"1962";"145-152"
"BE/LOCHOVICE /1980/811";"Malièkı J.";"AR 14";;;;"1962";"155-158"
"BE/OTMÍÈE    /1954/757";"Malièkı J.";"AR 14";;;;"1962";"155-158"
"BE/LÁOVICE  /1956/518";"Malièkı J.";"AR 12";;;;"1960";"27-37"
"BE/LÁOVICE  /1992/616";"Malièkı J.";"AR 12";;;;"1960";"27-37"
"BE/EBRÁK    /1954/025";"Malièkı J.";"AR 10";;;;"1958";"153-158"
"BE/LÁOVICE  /    /129";"Malièkı J.";"1967";;;;;
"KH/ÈÁSLAV    /1963/756";"Malina J.";"Èáslav - vıvoj ivotního prostøedí";;;;"1976";"55 a n."
"KH/KOBYLNICE /    /026";"Malina J. a kol.";"1976,str.34";;;;;
"KH/ÈÁSLAV    /    /926";"Malina J. a kol.";"1976, str.39";;;;;
"KH/ÈÁSLAV    /    /921";"Malina J. a kol.";"1976, str.38";;;;;
"KH/ÈÁSLAV    /    /944";"Malina J. a kol.";"1976";;;;;
"PV/ZÁLUÍ    /1931/505";"Malı J.";"Anthropologie 1,2";;;;;"37-53"
"PB/PØÍBRAM   /2002/257";"Malı L.";"Vìstník mìstského muzea v Pøíbrami";;;;"1931";"7-8"
"PB/DOBØÍŠ    /    /888";"Malı L.";"Novy pruvodce po Dobrisi a okoli,1928";;;;;
"BN/NEUSTUPOV /    /477";"Malı V.";"SVVP 7,1966,227";;;;;
"BN/PSÁØE     /    /512";"Malı V.";"SVVP 6,1965,214-215";;;;;
"BN/MRAÈ      /    /461";"Malı V.";"SVVP 6,1965,214-215";;;;;
"BN/KØIVSOUDOV/    /437";"Malı V.";"SVPP 7,1966,277";;;;;
"BN/TELETÍN   /    /746";"Malı V.";"SVPP 7,1966, str.277-278";;;;;
"BN/OLBRAMOVIC/1969/516";"Malı V.";"SVPP 6";;;;"1965";"214-215"
"BN/KØEÈOVICE /1969/811";"Malı V.";"Hradištì Lhotskı vrch, SVPPV 7";;;;"1966";"107-115"
"PV/BRANDİS NA/1971/847";"Malı V.";"BZO 1971";;;;"1975";"151-152"
"PV/BRANDİS NA/1971/917";"Malı V.";"BZO 1971";;;;"1975";"151"
"ME/VŠETATY   /1932/026";"Malı V.";;;;;"1971";"38,40"
"MO/MOST      /1971/835";"Mannlová H.";"Dìkanskı kostel P.Marie v Mostì";;;;"1970";
"RA/MŠECKÉ EH/1979/805";"Marek F.";"Zpráva o magnetickém prùzkumu, èj. 5728/79";;;;;
"KL/MAKOTØASY /1991/211";"Marek F.";"Geofyzika a archeolgie";;;;"1983";"57-90"
"KL/MAKOTØASY /1987/734";"Marek F.";"Geofyz. vızkum a prùzkum archeolog.lokalit.....Geofyzika a archeologie";;;;"1983";"57-90"
"KL/MAKOTØASY /1987/734";"Marek F.";"Archeológia-Geofyzika-Archeometria, Acta Interdisciplinaria Archeolo.V";;;;;"69-72"
"KL/MAKOTØASY /1976/252";"Marek F., Pleslová E.";"Zprávy ÈSSA (2.semináø o aplikaci geofyzik.metod, Nové Vozokany 1976)";;;;"1976";
"UO/TISOVÁ    /1987/406";"Marek F., Richter M.";"Cíl a vısled.vızkumù lokalit z Èech,Archeologia-Geofyzika-Archeometria";;;;"1987";"26-42"
"UO/TISOVÁ    /1987/229";"Marek F., Richter M.";"Archeologie - geofyzika - archeometrie";;;;"1987";"26-42"
"P9/PRAHA - KO/    /599";"Marek F., Venclová N., Zadák J.";"BZO 1978-79,52";;;;"1964";
"P9/PRAHA - KO/    /603";"Marek F., Venclová N., Zadák J.";"BZO 1978-79,52";;;;"1964";
"CB/VŠETEÈ    /1976/130";"Marek M.";"Staré zlatodoly na vrchu ""Kometì"" u Všeteèe, Báòskı svìt VIII";;;;"1929";"25-28"
"CB/VŠETEÈ    /    /002";"Marek M.";"Báòskı svìt 8";;;;"1929";"25-28"
"KL/BUŠTÌHRAD /    /295";"Lüning J.";"Fundamenta A-3,T.Vb";;;;"1976";"178"
"CB/BORŠOV NAD/    /005";"Mareš F.";"O minulosti Boršova";;;;"1938";"7"
"CK/KLADNÉ    /1996/225";"Mareš F., Sedláèek J.";"Soupis památek... v politickém okresu Krumlovském";;;;"1918";"117-163"
"CK/SVÌTLÍK   /1996/111";"Mareš F., Sedláèek J.";"Soupis památek... v politickém okresu Krumlovském";;;;"1918";"397-402"
"CB/DOLNÍ BUKO/    /010";"Mareš F., Sedláèek J.";"Soupis památek... v okresu Tøeboòském";;;;"1900";"10"
"CB/RADONICE  /    /001";"Mareš F., Sedláèek J.";"Soupis památek... v okresu Prachatickém";;;;"1913";"42"
"CB/SEDLEC U È/    /002";"Mareš F., Sedláèek J.";"Soupis památek... v okresu Prachatickém";;;;"1913";"306-307"
"CK/CHVALŠINY /1999/501";"Mareš F., Sedláèek J.";"Soupis památek historickıch v politickém okresu Krumlovském";;;;"1918";"82-111"
"CB/DOLNÍ BUKO/    /057";"Mareš F., Sedláèek J.";"Soupis památek historickıch a umìleckıch v politickém okr.Tøeboòském";;;;"1900";"10"
"CB/SEDLEC U È/    /744";"Mareš F., Sedláèek J.";"Soupis památek historickıch a umìleckıch v politic. okr. Prachatickém";;;;"1913";"306-307"
"PT/HLINIŠTÌ  /1976/938";"Mareš F., Sedláèek J.";"Soupis památek historickıch a umìleckıch v pol.okrese prachatickém.";;;;"1913";"97"
"CK/KLADNÉ    /1999/312";"Mareš F., Sedláèek J.";"Soupis památek historickıch a umìleckıch v pol. okresu krumlovském";;;;"1918";"117-167"
"CK/ZÁLUÍ    /1999/850";"Mareš F., Sedláèek J.";"Soupis památek historickıch a umìleckıch v pol. okresu krumlovském";;;;"1918";
"CK/SLAVKOV   /1980/351";"Mareš F., Sedláèek J.";"Soupis ... XLI /polit. okres krumlovskı/";;;;;
"P4/PRAHA - PO/2002/858";"Martinec V.";"PSH";;;;"1975";"223"
"PV/KLECANY   /    /136";"Martinec V.";"AR XXII,307n.";;;;;
"PZ/ALOV     /    /830";"Martinec V.";"AR XX 1968,249-251";;;;"1964";
"DO/HOLİŠOV   /1974/208";"Maschek J.";"Die Schatzgräber vom Terny";;;;"1875";
"DO/HOLİŠOV   /1974/208";"Maschek J.";"Der Terny, Der Pilsner Kreis I";;;;"1929";
"PV/ZÁLUÍ    /1940/320";"Massner F.";"Zprávy památkové péèe V";;;;"1941";"29"
"PV/ZÁLUÍ    /1940/314";"Massner F.";"Zprávy památkové péèe II";;;;"1938";"114"
"P8/PRAHA - BO/1970/210";"Mašek N.";"Vıšinná sídlištì pozd.d.kamenné";;;;"1971";
"P4/PRAHA - CH/1971/835";"Mašek N.";"PSH 8";;;;"1973";"216"
"P6/PRAHA - BU/1971/116";"Mašek N.";"PSH 8";;;;"1973";"216"
"P6/PRAHA - DE/1971/149";"Mašek N.";"PSH 8";;;;"1973";"216"
"P8/PRAHA - BO/    /426";"Mašek N.";"Praveke vys.sid.1971,24";;;;;
"P0/PRAHA - HO/    /871";"Mašek N.";"Praehistorica VIII, 1981";;;;;
"P8/PRAHA - LI/    /509";"Mašek N.";"Pr.vysinna sidl.1971,84";;;;;
"LN/BLAIM    /1968/009";"Mašek N.";"Pìt let vızkumù expozitury v Mostì, AR 12";;;;"1960";
"LN/BLŠANY U C/1968/111";"Mašek N.";"Pìt let vızkumù expozitury v Mostì, AR 12";;;;"1960";"261-2"
"LN/DOBROMÌØIC/1968/108";"Mašek N.";"Pìt let vızkumù expozitury v Mostì, AR 12";;;;"1960";"258"
"LN/NEÈICHY   /1968/712";"Mašek N.";"Pìt let vızkumù expozitury v Mostì, AR 12";;;;"1960";"268"
"LN/VELTÌE   /1968/414";"Mašek N.";"Pìt let vızkumù expozitury v Mostì, AR 12";;;;"1960";"266"
"MO/OBRNICE   /1957/034";"Mašek N.";"Filipùv sborník";;;;"1959";"73-76"
"P0/PRAHA - HO/    /873";"Mašek N.";"BZO 1968,130";;;;;
"P8/PRAHA - LI/    /536";"Mašek N.";"BZO 1968,129-130";;;;;
"P8/PRAHA - BO/    /415";"Mašek N.";"BZO 1968,125";;;;;
"P8/PRAHA - BO/    /417";"Mašek N.";"BZO 1968,125";;;;;
"KO/KOZOJEDY  /    /134";"Mašek N.";"BZO 1964,22";;;;;
"P5/PRAHA - JI/    /048";"Mašek N.";"BZO 1964,120-22";;;;;
"P5/PRAHA - HL/    /039";"Mašek N.";"BZO 1964,102-104";;;;;
"MO/PATOKRYJE /    /213";"Mašek N.";"AUC 3 1959(1960),69-78";;;;;
"MO/OBRNICE   /    /194";"Mašek N.";"AUC 1959,69n";;;;;
"P0/PRAHA - HO/1972/234";"Mašek N.";"Archaeologica Pragensia 1 (s lit.)";;;;"1980";"167 a n."
"P0/PRAHA - HO/    /863";"Mašek N.";"Archaeologica Pragensia 1";;;;"1980";"167"
"P0/PRAHA - HO/2002/818";"Mašek N.";"Archaeologica Pragensia 1";;;;"1980";"167-173"
"PJ/BLOVICE   /    /501";"Mašek N.";"AR XIV'62";;;;;
"BE/SVATİ JAN /    /262";"Mašek N.";"AR XIV,694";;;;;
"RO/STUPNO    /    /970";"Mašek N.";"AR XIV '62,684nn.";;;;;
"PJ/MÌCHOLUPY /    /555";"Mašek N.";"AR XIV '62,683nn";;;;;
"PJ/SRBY      /    /601";"Mašek N.";"AR XIV '62,670-674,680-686";;;;;
"PJ/VLKOV     /    /655";"Mašek N.";"AR XIV '62,386nn.";;;;;
"PJ/SRBY      /    /603";"Mašek N.";"AR XIV '62";;;;;
"PJ/SRBY      /    /601";"Mašek N.";"AR XIV 1962,684 nn.";;;;;
"PJ/MILÍNOV U /    /621";"Mašek N.";"AR XIV 1962,684";;;;;
"PJ/VLKOV     /    /655";"Mašek N.";"AR XIV 1962,64 nn.";;;;;
"MO/MOST      /    /154";"Mašek N.";"AR XII 1969, str.248";;;;;
"TP/BÍLINA    /    /627";"Mašek N.";"AR XII 1960,269";;;;;
"LT/ŠTÌTÍ     /    /555";"Mašek N.";"AR XII 1960,265";;;;;
"LN/LIBÌŠOVICE/    /391";"Mašek N.";"AR XII 1960, str.267,268";;;;;
"TP/ALANY    /    /080";"Mašek N.";"AR XI,420";;;;;
"TP/ALANY    /    /070";"Mašek N.";"AR XI 1959,420";;;;;
"PV/LÍBEZNICE /    /149";"Mašek N.";"AR IX-1957,327";;;;;
"LN/BLŠANY U C/1968/111";"Mašek N.";"AR 9";;;;"1957";"162-72"
"LN/LOUNY     /1955/702";"Mašek N.";"AR 9";;;;"1957";"507-509"
"LN/PETROHRAD /1956/301";"Mašek N.";"AR 9";;;;"1957";"325-327"
"LN/SLAVÌTÍN  /1955/116";"Mašek N.";"AR 9";;;;"1957";"322-325"
"PV/LÍBEZNICE /1956/617";"Mašek N.";"AR 9";;;;"1957";"327"
"P5/PRAHA - JI/1964/155";"Mašek N.";"AR 22";;;;"1970";"272-285"
"P8/PRAHA - BO/1968/520";"Mašek N.";"AR 17";;;;"1965";"182-193"
"P8/PRAHA - BO/1970/210";"Mašek N.";"AR 17";;;;"1965";"zv.191,l."
"CV/KUNDRATICE/1968/049";"Mašek N.";"AR 14";;;;"1962";"863-864"
"PJ/BLOVICE   /1961/851";"Mašek N.";"AR 14";;;;"1962";"683"
"PJ/MÌCHOLUPY /1960/132";"Mašek N.";"AR 14";;;;"1962";"863-864"
"PJ/MÌCHOLUPY /1961/614";"Mašek N.";"AR 14";;;;"1962";"683-684"
"PJ/SRBY      /1960/549";"Mašek N.";"AR 14";;;;"1962";"684-686"
"PJ/VLKOV     /1961/408";"Mašek N.";"AR 14";;;;"1962";"686"
"PJ/VLKOV     /1961/521";"Mašek N.";"AR 14";;;;"1962";"675,686"
"TC/KØÍENEC  /1959/417";"Mašek N.";"AR 14";;;;"1962";"683"
"MO/OBRNICE   /1957/034";"Mašek N.";"AR 12";;;;"1960";"261"
"CV/VELIKÁ VES/1957/129";"Mašek N.";"AR 12";;;;"1960";"261"
"LN/BLŠANY U C/1954/159";"Mašek N.";"AR 12";;;;"1960";"261"
"LN/BLŠANY U C/1957/214";"Mašek N.";"AR 12";;;;"1960";"262"
"LN/JIMLÍN    /1955/310";"Mašek N.";"AR 12";;;;"1960";"261"
"LN/LIBÌŠOVICE/1957/406";"Mašek N.";"AR 12";;;;"1960";"268"
"LN/LOUNY     /1954/647";"Mašek N.";"AR 12";;;;"1960";"260"
"LN/LOUNY     /1954/652";"Mašek N.";"AR 12";;;;"1960";"262"
"LN/LOUNY     /1955/641";"Mašek N.";"AR 12";;;;"1960";"265"
"LN/LOUNY     /1955/702";"Mašek N.";"AR 12";;;;"1960";"272"
"LN/NEÈICHY   /1956/024";"Mašek N.";"AR 12";;;;"1960";"268"
"LN/PERUC     /1958/223";"Mašek N.";"AR 12";;;;"1960";"257"
"LN/PETROHRAD /1956/301";"Mašek N.";"AR 12";;;;"1960";"265"
"LN/SLAVÌTÍN  /1955/116";"Mašek N.";"AR 12";;;;"1960";"265"
"LN/SMOLNICE  /1955/135";"Mašek N.";"AR 12";;;;"1960";"257"
"LN/SMOLNICE  /1955/138";"Mašek N.";"AR 12";;;;"1960";"262"
"LN/SMOLNICE  /1955/144";"Mašek N.";"AR 12";;;;"1960";"265"
"LN/VELEMYŠLEV/1953/110";"Mašek N.";"AR 12";;;;"1960";"266"
"LN/VELEMYŠLEV/1954/107";"Mašek N.";"AR 12";;;;"1960";"266"
"LN/VELEMYŠLEV/1968/903";"Mašek N.";"AR 12";;;;"1960";"266"
"LT/ŠTÌTÍ     /1957/449";"Mašek N.";"AR 12";;;;"1960";"258 n."
"LT/VÌDOMICE  /1956/042";"Mašek N.";"AR 12";;;;"1960";"271"
"ME/LEDÈICE   /1957/944";"Mašek N.";"AR 12";;;;"1960";"265"
"MO/ERVÌNICE  /1953/021";"Mašek N.";"AR 12";;;;"1960";"257,264"
"MO/ERVÌNICE  /1955/059";"Mašek N.";"AR 12";;;;"1960";"257,262n."
"MO/ERVÌNICE  /1957/015";"Mašek N.";"AR 12";;;;"1960";"264"
"MO/ERVÌNICE  /1961/913";"Mašek N.";"AR 12";;;;"1960";"270"
"MO/KOPOREÈ   /1954/649";"Mašek N.";"AR 12";;;;"1960";"260"
"MO/LIŠNICE   /1954/644";"Mašek N.";"AR 12";;;;"1960";"267"
"MO/MOST      /1956/937";"Mašek N.";"AR 12";;;;"1960";"267"
"MO/NEMILKOV  /1958/421";"Mašek N.";"AR 12";;;;"1960";"270"
"MO/OBRNICE   /1957/024";"Mašek N.";"AR 12";;;;"1960";"261"
"MO/VTELNO    /1954/210";"Mašek N.";"AR 12";;;;"1960";"262"
"TP/BÍLINA    /1954/001";"Mašek N.";"AR 12";;;;"1960";"261,267"
"TP/BÍLINA    /1957/028";"Mašek N.";"AR 12";;;;"1960";"268"
"TP/HOSTOMICE /1953/144";"Mašek N.";"AR 12";;;;"1960";"268"
"TP/JENIŠÙV ÚJ/1957/754";"Mašek N.";"AR 12";;;;"1960";"268"
"TP/ALANY    /1957/941";"Mašek N.";"AR 12";;;;"1960";"269,271"
"TP/ALANY    /1957/941";"Mašek N.";"AR 11";;;;"1959";"420"
"LN/BLŠANY U C/1954/159";"Mašek N.";"AR 10";;;;"1958";"168-71"
"MO/ERVÌNICE  /1955/059";"Mašek N.";"AR 10";;;;"1958";"708,725-6"
"P2/PRAHA - VY/    /959";"Mašek N.";"Acta Mus.Prag1971,83";;;;;
"P5/PRAHA - JI/    /048";"Mašek N.";"Acta Mus.Prag1971";;;;;
"P8/PRAHA - BO/    /426";"Mašek N.";"Acta Mus.Prag1971";;;;;
"P7/PRAHA - TR/    /403";"Mašek N.";"Acta Mus.Prag.1971";;;;;
"MO/TØEBUŠICE /1953/442";"Mašek N.";"1960,9";;;;;
"LN/PETROHRAD /    /521";"Mašek N.";"1960,237";;;;;
"LN/SMOLNICE  /1955/431";"Mašek N.";"1960, 99";;;;;
"LN/SMOLNICE  /1955/433";"Mašek N.";"1960, 98";;;;;
"LN/SLAVÌTÍN  /1955/431";"Mašek N.";"1960, 97";;;;;
"MO/SKYØICE   /1953/430";"Mašek N.";"1960, 96";;;;;
"LN/PETROHRAD /1956/411";"Mašek N.";"1960, 92";;;;;
"MO/MOST      /1955/356";"Mašek N.";"1960, 91";;;;;
"LN/MINICE    /1955/354";"Mašek N.";"1960, 90";;;;;
"LN/LOUNY     /1954/353";"Mašek N.";"1960, 89";;;;;
"MO/KOROZLUKY /1955/342";"Mašek N.";"1960, 87";;;;;
"TP/CHOTÌJOVIC/1953/337";"Mašek N.";"1960, 86";;;;;
"CV/HRADEC    /1955/330";"Mašek N.";"1960, 84";;;;;
"LN/HOØANY    /1955/329";"Mašek N.";"1960, 83";;;;;
"MO/ERVÌNICE  /1955/328";"Mašek N.";"1960, 82";;;;;
"MO/ERVÌNICE  /1953/329";"Mašek N.";"1960, 81";;;;;
"MO/ERVÌNICE  /1953/330";"Mašek N.";"1960, 81";;;;;
"MO/ERVÌNICE  /1955/331";"Mašek N.";"1960, 81";;;;;
"MO/ERVÌNICE  /1957/331";"Mašek N.";"1960, 81";;;;;
"LN/DOBØÍÈANY /1953/326";"Mašek N.";"1960, 80";;;;;
"UL/TRMICE    /1953/442";"Mašek N.";"1960, 8, 19, 101";;;;;
"LN/DOBROMÌØIC/1955/325";"Mašek N.";"1960, 79";;;;;
"LN/BØEZNO    /1955/323";"Mašek N.";"1960, 77";;;;;
"LN/BØEZNO    /1955/322";"Mašek N.";"1960, 76";;;;;
"TP/BØEŠANY  /1953/322";"Mašek N.";"1960, 75";;;;;
"TP/BÍLINA    /1956/320";"Mašek N.";"1960, 73b";;;;;
"TP/BÍLINA    /1953/325";"Mašek N.";"1960, 71";;;;;
"LN/SMOLNICE  /1954/431";"Mašek N.";"1960, 7";;;;;
"TP/CHOTÌJOVIC/1953/335";"Mašek N.";"1960, 69";;;;;
"TP/ELÉNKY   /1953/530";"Mašek N.";"1960, 66, 113";;;;;
"MO/VTELNO    /1957/521";"Mašek N.";"1960, 65";;;;;
"MO/VTELNO    /1954/521";"Mašek N.";"1960, 54";;;;;
"LT/VÌDOMICE  /1956/450";"Mašek N.";"1960, 51";;;;;
"LN/PETROHRAD /1956/410";"Mašek N.";"1960, 5, 6";;;;;
"MO/ÈESKÉ ZLAT/1957/324";"Mašek N.";"1960, 49";;;;;
"MO/OBRNICE   /1957/403";"Mašek N.";"1960, 48";;;;;
"MO/OBRNICE   /1957/404";"Mašek N.";"1960, 48";;;;;
"LN/BLŠANY U C/1954/320";"Mašek N.";"1960, 44";;;;;
"TP/BÍLINA    /1956/321";"Mašek N.";"1960, 43";;;;;
"LN/PŠOV      /1955/421";"Mašek N.";"1960, 39(?93)";;;;;
"LN/LOUNY     /1954/351";"Mašek N.";"1960, 37";;;;;
"MO/LIBKOVICE /1953/347";"Mašek N.";"1960, 36";;;;;
"LN/DOBROMÌØIC/1955/326";"Mašek N.";"1960, 34";;;;;
"TP/ELÉNKY   /1953/531";"Mašek N.";"1960, 32";;;;;
"MO/VELEBUDICE/1953/450";"Mašek N.";"1960, 30";;;;;
"LT/VÌDOMICE  /1956/451";"Mašek N.";"1960, 29";;;;;
"LN/MALNICE   /1953/352";"Mašek N.";"1960, 27";;;;;
"LN/LOUNY     /1954/352";"Mašek N.";"1960, 26";;;;;
"LN/DOBROMÌØIC/1953/325";"Mašek N.";"1960, 25, 79";;;;;
"MO/KOPOREÈ   /1954/342";"Mašek N.";"1960, 24";;;;;
"TP/CHOTÌJOVIC/1953/336";"Mašek N.";"1960, 23";;;;;
"MO/ERVÌNICE  /1955/330";"Mašek N.";"1960, 22";;;;;
"MO/ERVÌNICE  /1953/328";"Mašek N.";"1960, 2";;;;;
"MO/ERVÌNICE  /1955/329";"Mašek N.";"1960, 18";;;;;
"TP/ALANY    /1957/527";"Mašek N.";"1960, 16";;;;;
"TP/ALANY    /1958/529";"Mašek N.";"1960, 16";;;;;
"TP/ALANY    /1956/527";"Mašek N.";"1960, 15";;;;;
"TP/ALANY    /1957/526";"Mašek N.";"1960, 15";;;;;
"LN/VELTÌE   /1958/500";"Mašek N.";"1960, 14, 107";;;;;
"LT/VELEŠICE  /1956/455";"Mašek N.";"1960, 13,104";;;;;
"LN/TØÍSKOLUPY/1954/443";"Mašek N.";"1960, 128";;;;;
"MO/SKRŠÍN    /1955/429";"Mašek N.";"1960, 126";;;;;
"MO/MOST      /1956/356";"Mašek N.";"1960, 123";;;;;
"MO/MOST      /1956/357";"Mašek N.";"1960, 123";;;;;
"LT/ŠTÌTÍ     /1957/439";"Mašek N.";"1960, 12, 28";;;;;
"LN/BLAIM    /1954/321";"Mašek N.";"1960, 116";;;;;
"MO/IDOVICE  /1954/530";"Mašek N.";"1960, 114";;;;;
"CV/ZAJEÈICE  /1954/524";"Mašek N.";"1960, 111";;;;;
"CV/VŠEHRDY   /1953/520";"Mašek N.";"1960, 110";;;;;
"MO/VRŠANY    /1953/519";"Mašek N.";"1960, 109";;;;;
"CV/VILÉMOV   /1953/512";"Mašek N.";"1960, 108";;;;;
"LN/VELTÌE   /1955/500";"Mašek N.";"1960, 106";;;;;
"CV/VELIKÁ VES/1958/455";"Mašek N.";"1960, 105, 141";;;;;
"LN/VELEMYŠLEV/1953/451";"Mašek N.";"1960, 103";;;;;
"LN/VELEMYŠLEV/1954/451";"Mašek N.";"1960, 103";;;;;
"LN/VELEMYŠLEV/1954/452";"Mašek N.";"1960, 103";;;;;
"LN/VELEMYŠLEV/1956/451";"Mašek N.";"1960, 103";;;;;
"MO/VELEBUDICE/1953/451";"Mašek N.";"1960, 102";;;;;
"TP/ELÉNKY   /1953/529";"Mašek N.";"1960, 10";;;;;
"TP/BANY     /1957/323";"Mašek N.";"1960, 1";;;;;
"LN/ZEMÌCHY   /1955/525";"Mašek N.";"1958b, 171";;;;;
"LN/BLŠANY U C/1954/320";"Mašek N.";"1958b, 168-172";;;;;
"MO/ERVÌNICE  /1955/330";"Mašek N.";"1958a, 708,717-8,725-7";;;;;
"MO/ERVÌNICE  /1955/328";"Mašek N.";"1958a, 708, 717-8";;;;;
"PJ/SRBY      /1971/237";"Mašek N.";"!!! AR 15";;;;"1962";"684"
"P8/PRAHA - BO/    /418";"Mašek N., Fridrichová M.";"BZO 1971,118";;;;;
"P7/PRAHA - TR/    /402";"Mašek N., Slabina M.";"1966,694";;;;;
"TP/ALANY    /    /074";"Mašek N., Zápotockı M., Vencl V., Slabina M.";"AR 1969,723";;;;;
"TP/ALANY    /1958/530";"Mašek N., Zápotockı M., Vencl V., Slabina M.";"1969";;;;;
"KH/RATAJE NAD/1963/643";"Maštalíø J.";"BZO 1 1963";;;;"1964";"48"
"LT/CTINÌVES  /1900/556";"Matìjka B.";"Soupis památek...v království Èeském IV, Politickı okres roudnickı I.";;;;"1898";"44"
"LT/CTINÌVES  /1905/607";"Matìjka B.";"Soupis památek...v království Èeském IV, Politickı okres roudnickı";;;;"1898";
"LT/MNETÌŠ    /?   /527";"Matìjka B.";"Soupis památek...v království Èeském IV, Politickı okres roudnickı";;;;"1898";"44"
"KH/SUCHDOL   /    /160";"Matìjková";"Prace muzea v K.Hore 1/1962, str.14";;;;;
"JC/ZÁHUBY    /1998/913";"Matìjù J.";"Historie vsi Køíenec, Listy starohradské kroniky XIII";;;;"1990";"23-24"
"P8/PRAHA - ÏÁ/1936/950";"Matiegka J.";"PA XXX";;;;"1918";"80-81"
"LT/VCHYNICE  /    /659";"Matiegka J.";"PA XVII,1896,273";;;;;
"MB/KRPY      /?   /233";"Matiegka J.";"PA XVI";;;;"1890";"387"
"ME/BROZÁNKY  /1878/923";"Matiegka J.";"Nalezištì u Brozánek pod Mìlníkem, PA 17";;;;"1897";
"ME/BROZÁNKY  /1891/121";"Matiegka J.";"Nalezištì u Brozánek pod Mìlníkem, PA 17";;;;"1897";"565"
"LT/LOVOSICE  /1961/333";"Matiegka J.";"ÈSPS 1";;;;"1893";"55"
"LT/LOVOSICE  /1961/333";"Matiegka J.";"ÈL 1";;;;"1892";"41-46"
